Actor,File Name,Emotion,Confidence Score
Actor_01,03-01-01-01-02-01-01.wav,disgust,0.1635
Actor_01,03-01-08-01-02-01-01.wav,happy,0.1571
Actor_01,03-01-06-02-01-02-01.wav,angry,0.1497
Actor_01,03-01-08-02-02-02-01.wav,happy,0.1602
Actor_01,03-01-03-01-01-02-01.wav,neutral,0.1565
Actor_01,03-01-04-02-01-01-01.wav,surprise,0.1624
Actor_01,03-01-05-01-02-01-01.wav,neutral,0.1526
Actor_01,03-01-03-01-01-01-01.wav,neutral,0.1572
Actor_01,03-01-03-01-02-01-01.wav,neutral,0.1570
Actor_01,03-01-04-01-02-01-01.wav,surprise,0.1579
Actor_01,03-01-06-01-02-01-01.wav,surprise,0.1500
Actor_01,03-01-06-02-02-01-01.wav,angry,0.1486
Actor_01,03-01-07-01-01-02-01.wav,fear,0.1605
Actor_01,03-01-05-02-01-02-01.wav,neutral,0.1529
Actor_01,03-01-06-01-01-01-01.wav,surprise,0.1519
Actor_01,03-01-07-02-02-01-01.wav,fear,0.1615
Actor_01,03-01-01-01-02-02-01.wav,disgust,0.1666
Actor_01,03-01-06-01-02-02-01.wav,surprise,0.1510
Actor_01,03-01-04-02-02-02-01.wav,surprise,0.1559
Actor_01,03-01-02-02-02-02-01.wav,disgust,0.1671
Actor_01,03-01-08-01-02-02-01.wav,happy,0.1602
Actor_01,03-01-05-02-02-01-01.wav,neutral,0.1538
Actor_01,03-01-02-02-01-02-01.wav,disgust,0.1671
Actor_01,03-01-08-01-01-02-01.wav,happy,0.1568
Actor_01,03-01-02-01-02-02-01.wav,disgust,0.1669
Actor_01,03-01-01-01-01-01-01.wav,disgust,0.1658
Actor_01,03-01-03-02-02-01-01.wav,neutral,0.1573
Actor_01,03-01-03-02-01-02-01.wav,neutral,0.1575
Actor_01,03-01-05-01-02-02-01.wav,neutral,0.1540
Actor_01,03-01-06-02-01-01-01.wav,angry,0.1487
Actor_01,03-01-02-01-01-02-01.wav,disgust,0.1670
Actor_01,03-01-05-02-01-01-01.wav,neutral,0.1532
Actor_01,03-01-07-02-02-02-01.wav,fear,0.1607
Actor_01,03-01-08-02-01-01-01.wav,happy,0.1599
Actor_01,03-01-04-01-01-01-01.wav,surprise,0.1614
Actor_01,03-01-08-01-01-01-01.wav,happy,0.1579
Actor_01,03-01-07-01-02-01-01.wav,fear,0.1599
Actor_01,03-01-02-02-02-01-01.wav,disgust,0.1681
Actor_01,03-01-06-02-02-02-01.wav,angry,0.1522
Actor_01,03-01-01-01-01-02-01.wav,disgust,0.1662
Actor_01,03-01-07-02-01-01-01.wav,fear,0.1627
Actor_01,03-01-04-01-02-02-01.wav,surprise,0.1604
Actor_01,03-01-05-01-01-01-01.wav,neutral,0.1536
Actor_01,03-01-08-02-02-01-01.wav,angry,0.1481
Actor_01,03-01-07-01-01-01-01.wav,fear,0.1604
Actor_01,03-01-03-02-01-01-01.wav,neutral,0.1560
Actor_01,03-01-04-01-01-02-01.wav,surprise,0.1626
Actor_01,03-01-04-02-02-01-01.wav,surprise,0.1534
Actor_01,03-01-03-01-02-02-01.wav,neutral,0.1550
Actor_01,03-01-07-02-01-02-01.wav,fear,0.1600
Actor_01,03-01-04-02-01-02-01.wav,surprise,0.1626
Actor_01,03-01-02-01-02-01-01.wav,disgust,0.1662
Actor_01,03-01-03-02-02-02-01.wav,neutral,0.1569
Actor_01,03-01-07-01-02-02-01.wav,fear,0.1584
Actor_01,03-01-02-01-01-01-01.wav,disgust,0.1665
Actor_01,03-01-05-02-02-02-01.wav,neutral,0.1533
Actor_01,03-01-08-02-01-02-01.wav,happy,0.1599
Actor_01,03-01-02-02-01-01-01.wav,disgust,0.1675
Actor_01,03-01-06-01-01-02-01.wav,surprise,0.1498
Actor_01,03-01-05-01-01-02-01.wav,neutral,0.1535
Actor_02,03-01-01-01-02-01-02.wav,disgust,0.1655
Actor_02,03-01-02-02-02-01-02.wav,disgust,0.1660
Actor_02,03-01-07-01-01-02-02.wav,fear,0.1589
Actor_02,03-01-03-02-02-01-02.wav,neutral,0.1571
Actor_02,03-01-02-01-02-02-02.wav,disgust,0.1651
Actor_02,03-01-08-02-01-02-02.wav,happy,0.1614
Actor_02,03-01-04-02-01-01-02.wav,surprise,0.1651
Actor_02,03-01-08-01-02-02-02.wav,happy,0.1618
Actor_02,03-01-02-01-02-01-02.wav,disgust,0.1654
Actor_02,03-01-04-01-02-02-02.wav,surprise,0.1637
Actor_02,03-01-02-02-02-02-02.wav,disgust,0.1663
Actor_02,03-01-08-01-01-01-02.wav,happy,0.1610
Actor_02,03-01-08-02-02-02-02.wav,happy,0.1624
Actor_02,03-01-05-02-02-02-02.wav,neutral,0.1522
Actor_02,03-01-05-01-02-02-02.wav,neutral,0.1531
Actor_02,03-01-03-01-01-02-02.wav,neutral,0.1567
Actor_02,03-01-06-02-02-02-02.wav,angry,0.1476
Actor_02,03-01-03-01-02-02-02.wav,neutral,0.1574
Actor_02,03-01-05-02-01-02-02.wav,neutral,0.1528
Actor_02,03-01-06-02-01-02-02.wav,angry,0.1481
Actor_02,03-01-07-02-02-02-02.wav,fear,0.1575
Actor_02,03-01-03-02-01-01-02.wav,neutral,0.1572
Actor_02,03-01-08-02-02-01-02.wav,happy,0.1627
Actor_02,03-01-05-02-01-01-02.wav,neutral,0.1526
Actor_02,03-01-06-01-02-01-02.wav,sad,0.1472
Actor_02,03-01-06-01-01-02-02.wav,sad,0.1478
Actor_02,03-01-04-01-01-02-02.wav,surprise,0.1644
Actor_02,03-01-08-01-01-02-02.wav,happy,0.1600
Actor_02,03-01-05-01-01-01-02.wav,neutral,0.1532
Actor_02,03-01-05-01-02-01-02.wav,neutral,0.1535
Actor_02,03-01-03-01-01-01-02.wav,neutral,0.1571
Actor_02,03-01-02-01-01-01-02.wav,disgust,0.1648
Actor_02,03-01-04-02-02-01-02.wav,surprise,0.1645
Actor_02,03-01-04-02-02-02-02.wav,surprise,0.1646
Actor_02,03-01-07-01-02-01-02.wav,fear,0.1604
Actor_02,03-01-07-02-01-01-02.wav,fear,0.1599
Actor_02,03-01-01-01-02-02-02.wav,disgust,0.1648
Actor_02,03-01-06-02-02-01-02.wav,angry,0.1476
Actor_02,03-01-06-02-01-01-02.wav,angry,0.1480
Actor_02,03-01-05-02-02-01-02.wav,neutral,0.1524
Actor_02,03-01-03-02-01-02-02.wav,neutral,0.1569
Actor_02,03-01-08-01-02-01-02.wav,happy,0.1614
Actor_02,03-01-08-02-01-01-02.wav,happy,0.1617
Actor_02,03-01-06-01-02-02-02.wav,angry,0.1476
Actor_02,03-01-04-02-01-02-02.wav,surprise,0.1648
Actor_02,03-01-07-02-02-01-02.wav,fear,0.1566
Actor_02,03-01-04-01-01-01-02.wav,disgust,0.1673
Actor_02,03-01-07-02-01-02-02.wav,fear,0.1605
Actor_02,03-01-07-01-01-01-02.wav,fear,0.1601
Actor_02,03-01-03-02-02-02-02.wav,neutral,0.1567
Actor_02,03-01-07-01-02-02-02.wav,fear,0.1588
Actor_02,03-01-06-01-01-01-02.wav,angry,0.1475
Actor_02,03-01-02-01-01-02-02.wav,disgust,0.1653
Actor_02,03-01-01-01-01-01-02.wav,disgust,0.1660
Actor_02,03-01-02-02-01-01-02.wav,disgust,0.1661
Actor_02,03-01-01-01-01-02-02.wav,disgust,0.1650
Actor_02,03-01-04-01-02-01-02.wav,surprise,0.1621
Actor_02,03-01-05-01-01-02-02.wav,neutral,0.1532
Actor_02,03-01-02-02-01-02-02.wav,disgust,0.1657
Actor_02,03-01-03-01-02-01-02.wav,neutral,0.1572
Actor_04,03-01-02-01-01-02-04.wav,disgust,0.1666
Actor_04,03-01-01-01-01-01-04.wav,disgust,0.1660
Actor_04,03-01-04-01-01-02-04.wav,surprise,0.1640
Actor_04,03-01-08-02-02-02-04.wav,happy,0.1626
Actor_04,03-01-02-01-02-01-04.wav,disgust,0.1672
Actor_04,03-01-07-01-02-02-04.wav,fear,0.1614
Actor_04,03-01-03-02-02-01-04.wav,neutral,0.1568
Actor_04,03-01-06-02-01-02-04.wav,surprise,0.1474
